Project,Rule,Failed Control
eplus-jrn-ide-01-0376,k8s-fw-l7--cfbd520bae82dd15,public target: 209.85.204.0/22
eplus-dat-ide-02-dcdb,collibra-jobserver-service,ip_range: 0.0.0.0
eplus-dat-ide-02-dcdb,collibra-jobserver-ssh,ip_range: 0.0.0.0
eplus-dat-ide-02-dcdb,collibra-jobserver-ssh,bad port(s) found: ['tcp:22']
eplus-dat-ide-02-dcdb,default-allow-https,ip_range: 0.0.0.0
eplus-dat-ide-02-dcdb,gke-argo-test-63210e89-all,tcp:all ports
eplus-dat-ide-02-dcdb,gke-argo-test-63210e89-all,udp:all ports
eplus-dat-ide-02-dcdb,gke-argo-test-63210e89-ssh,public target: 35.242.151.118/32
eplus-dat-ide-02-dcdb,gke-argo-test-63210e89-ssh,bad port(s) found: ['tcp:22']
eplus-dat-ide-02-dcdb,gke-argo-test-63210e89-vms,ip_range: 0.0.0.0
eplus-dat-ide-02-dcdb,gke-argo-test-63210e89-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
eplus-dat-ide-02-dcdb,gke-argo-test-63210e89-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,public target: 169.50.207.103/32
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,public target: 159.122.219.48/32
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,public target: 199.36.153.4/30
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,public target: 159.122.219.55/32
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,public target: 159.122.219.43/32
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,public target: 199.36.153.8/30
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,public target: 159.122.219.36/32
dp-hst-bld-01-33a8,default-allow-dp-bld-01-hst-cnw,tcp/udp:all ports
dp-hst-bld-01-33a8,egress-dp-bld-01-hst-cnw-firewall-default-allow-egr,tcp/udp:all ports
dp-hst-bld-01-33a8,gke-dp-api-bld-01-kcl-01-euwe2-c27ca07e-all,tcp:all ports
dp-hst-bld-01-33a8,gke-dp-api-bld-01-kcl-01-euwe2-c27ca07e-all,udp:all ports
dp-hst-bld-01-33a8,gke-dp-api-bld-01-kcl-01-euwe2-c27ca07e-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
dp-hst-bld-01-33a8,gke-dp-api-bld-01-kcl-01-euwe2-c27ca07e-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
dp-hst-bld-01-33a8,gke-dp-fdn-bld-01-kcl-01-euwe2-b91b0957-all,udp:all ports
dp-hst-bld-01-33a8,gke-dp-fdn-bld-01-kcl-01-euwe2-b91b0957-all,tcp:all ports
dp-hst-bld-01-33a8,gke-dp-fdn-bld-01-kcl-01-euwe2-b91b0957-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
dp-hst-bld-01-33a8,gke-dp-fdn-bld-01-kcl-01-euwe2-b91b0957-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
dp-hst-bld-01-33a8,ingress-dp-bld-01-hst-cnw-firewall-default-allow-ing,tcp:all ports
dp-hst-bld-01-33a8,ingress-dp-bld-01-hst-cnw-firewall-vpn-allow-ing,tcp:all ports
mgmt-iam-tst-55d7,mgmt-iam-automation-tst-net-allow-8000,ip_range: 0.0.0.0
mgmt-iam-tst-55d7,mgmt-iam-automation-tst-net-allow-http,ip_range: 0.0.0.0
mgmt-iam-tst-55d7,mgmt-iam-automation-tst-net-allow-http,bad port(s) found: ['tcp:80']
mgmt-iam-tst-55d7,mgmt-iam-automation-tst-net-allow-https,ip_range: 0.0.0.0
mgmt-iam-tst-55d7,mgmt-iam-automation-tst-net-allow-ssh,ip_range: 0.0.0.0
mgmt-iam-tst-55d7,mgmt-iam-automation-tst-net-allow-ssh,bad port(s) found: ['tcp:22']
mgmt-iam-tst-55d7,mgmt-iam-automation-tst2-net-allow-http,ip_range: 0.0.0.0
mgmt-iam-tst-55d7,mgmt-iam-automation-tst2-net-allow-http,bad port(s) found: ['tcp:80']
mgmt-iam-tst-55d7,mgmt-iam-automation-tst2-net-allow-https,ip_range: 0.0.0.0
mgmt-iam-tst-55d7,mgmt-iam-automation-tst2-net-allow-internal,tcp/udp:all ports
mgmt-iam-tst-55d7,mgmt-iam-automation-tst2-net-allow-ssh,ip_range: 0.0.0.0
mgmt-iam-tst-55d7,mgmt-iam-automation-tst2-net-allow-ssh,bad port(s) found: ['tcp:22']
dev-sec-ide,iap,public target: 35.235.240.0/20
dev-sec-ide,iap,tcp:all ports
eplus-hst-int-02-9094,default-allow-egress-801-secondary-peerings-eplus-int-02-hst,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-802-peerings-eplus-int-02-hst-cnw,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-803-secondary-subnets-eplus-int-02-hst,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-804-subnets-eplus-int-02-hst-cnw,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-805-secondary-rtr-mgmt-vpn-int-to-eplus,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-806-rtr-mgmt-vpn-int-to-eplus-hst-int-0,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-807-secondary-rtr-mgmt-vpn-int-to-eplus,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-808-rtr-mgmt-vpn-int-to-eplus-hst-int-0,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-809-secondary-rtr-mgmt-vpn-int-to-mgmt,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-810-rtr-mgmt-vpn-int-to-mgmt-hst-prd-51,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-811-gcp-internal,public target: 8.8.4.4/32
eplus-hst-int-02-9094,default-allow-egress-811-gcp-internal,public target: 199.36.153.4/30
eplus-hst-int-02-9094,default-allow-egress-811-gcp-internal,public target: 8.8.8.8/32
eplus-hst-int-02-9094,default-allow-egress-811-gcp-internal,public target: 199.36.153.8/30
eplus-hst-int-02-9094,default-allow-egress-811-gcp-internal,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-egress-812-sendgrid,public target: 169.50.207.103/32
eplus-hst-int-02-9094,default-allow-egress-812-sendgrid,public target: 159.122.219.48/32
eplus-hst-int-02-9094,default-allow-egress-812-sendgrid,public target: 159.122.219.55/32
eplus-hst-int-02-9094,default-allow-egress-812-sendgrid,public target: 159.122.219.43/32
eplus-hst-int-02-9094,default-allow-egress-812-sendgrid,public target: 159.122.219.36/32
eplus-hst-int-02-9094,default-allow-egress-812-sendgrid,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-ingress-703-secondary-subnets-eplus-int-02-hst,tcp/udp:all ports
eplus-hst-int-02-9094,default-allow-ingress-704-subnets-eplus-int-02-hst-cnw,tcp/udp:all ports
Project: eplus-hst-int-02-9094 | Unexpected error: <class 'KeyError'>eplus-hst-pre-01-22f9,default-allow-egress-801-secondary-peerings-eplus-pre-01-hst,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-802-peerings-eplus-pre-01-hst-cnw,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-803-secondary-subnets-eplus-pre-01-hst,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-804-subnets-eplus-pre-01-hst-cnw,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-805-secondary-rtr-mgmt-hst-pre-d5a6-to,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-806-rtr-mgmt-hst-pre-d5a6-to-eplus-hst,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-807-secondary-rtr-mgmt-hst-pre-d5a6-to,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-808-rtr-mgmt-hst-pre-d5a6-to-mgmt-hst-p,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-809-rtr-mgmt-pre-euwe2-rtr-interconnect,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-810-gcp-internal,public target: 8.8.4.4/32
eplus-hst-pre-01-22f9,default-allow-egress-810-gcp-internal,public target: 199.36.153.4/30
eplus-hst-pre-01-22f9,default-allow-egress-810-gcp-internal,public target: 8.8.8.8/32
eplus-hst-pre-01-22f9,default-allow-egress-810-gcp-internal,public target: 199.36.153.8/30
eplus-hst-pre-01-22f9,default-allow-egress-810-gcp-internal,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-egress-811-sendgrid,public target: 169.50.207.103/32
eplus-hst-pre-01-22f9,default-allow-egress-811-sendgrid,public target: 159.122.219.48/32
eplus-hst-pre-01-22f9,default-allow-egress-811-sendgrid,public target: 159.122.219.55/32
eplus-hst-pre-01-22f9,default-allow-egress-811-sendgrid,public target: 159.122.219.43/32
eplus-hst-pre-01-22f9,default-allow-egress-811-sendgrid,public target: 159.122.219.36/32
eplus-hst-pre-01-22f9,default-allow-egress-811-sendgrid,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-ingress-703-secondary-subnets-eplus-pre-01-hst,tcp/udp:all ports
eplus-hst-pre-01-22f9,default-allow-ingress-704-subnets-eplus-pre-01-hst-cnw,tcp/udp:all ports
Project: eplus-hst-pre-01-22f9 | Unexpected error: <class 'KeyError'>eplus-hst-prd-01-2337,debug-bootstrap-egress,ip_range: 0.0.0.0
eplus-hst-prd-01-2337,debug-bootstrap-egress,tcp/udp:all ports
eplus-hst-prd-01-2337,debug-bootstrap-ingress,ip_range: 0.0.0.0
eplus-hst-prd-01-2337,debug-bootstrap-ingress,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-801-secondary-peerings-eplus-prd-01-hst,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-802-peerings-eplus-prd-01-hst-cnw,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-803-secondary-subnets-eplus-prd-01-hst,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-804-subnets-eplus-prd-01-hst-cnw,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-805-secondary-vpn-mgmt-prd-hst-cnw,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-806-vpn-mgmt-prd-hst-cnw,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-807-secondary-rtr-mgmt-hst-prd-5100-to,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-808-rtr-mgmt-hst-prd-5100-to-mgmt-hst-p,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-809-secondary-rtr-mgmt-hst-prd-5100-to,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-810-rtr-mgmt-hst-prd-5100-to-mgmt-vpn-i,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-811-secondary-rtr-mgmt-prd-euwe2-rtr-in,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-812-rtr-mgmt-prd-euwe2-rtr-interconnect,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-813-secondary-rtr-to-eplus-hst-prd-01,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-814-rtr-to-eplus-hst-prd-01,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-815-gcp-internal,public target: 8.8.4.4/32
eplus-hst-prd-01-2337,default-allow-egress-815-gcp-internal,public target: 199.36.153.4/30
eplus-hst-prd-01-2337,default-allow-egress-815-gcp-internal,public target: 8.8.8.8/32
eplus-hst-prd-01-2337,default-allow-egress-815-gcp-internal,public target: 199.36.153.8/30
eplus-hst-prd-01-2337,default-allow-egress-815-gcp-internal,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-egress-816-sendgrid,public target: 169.50.207.103/32
eplus-hst-prd-01-2337,default-allow-egress-816-sendgrid,public target: 159.122.219.48/32
eplus-hst-prd-01-2337,default-allow-egress-816-sendgrid,public target: 159.122.219.55/32
eplus-hst-prd-01-2337,default-allow-egress-816-sendgrid,public target: 159.122.219.43/32
eplus-hst-prd-01-2337,default-allow-egress-816-sendgrid,public target: 159.122.219.36/32
eplus-hst-prd-01-2337,default-allow-egress-816-sendgrid,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-ingress-703-secondary-subnets-eplus-prd-01-hst,tcp/udp:all ports
eplus-hst-prd-01-2337,default-allow-ingress-704-subnets-eplus-prd-01-hst-cnw,tcp/udp:all ports
Project: eplus-hst-prd-01-2337 | Unexpected error: <class 'KeyError'>eplus-hst-int-01-543e,default-allow-egress-801-secondary-peerings-eplus-int-01-hst,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-802-peerings-eplus-int-01-hst-cnw,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-803-secondary-subnets-eplus-int-01-hst,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-804-subnets-eplus-int-01-hst-cnw,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-805-secondary-rtr-mgmt-vpn-int-to-eplus,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-806-rtr-mgmt-vpn-int-to-eplus-hst-int-0,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-807-secondary-rtr-mgmt-vpn-int-to-eplus,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-808-rtr-mgmt-vpn-int-to-eplus-hst-int-0,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-809-secondary-rtr-mgmt-vpn-int-to-mgmt,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-810-rtr-mgmt-vpn-int-to-mgmt-hst-prd-51,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-811-gcp-internal,public target: 8.8.4.4/32
eplus-hst-int-01-543e,default-allow-egress-811-gcp-internal,public target: 199.36.153.4/30
eplus-hst-int-01-543e,default-allow-egress-811-gcp-internal,public target: 8.8.8.8/32
eplus-hst-int-01-543e,default-allow-egress-811-gcp-internal,public target: 199.36.153.8/30
eplus-hst-int-01-543e,default-allow-egress-811-gcp-internal,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-egress-812-sendgrid,public target: 169.50.207.103/32
eplus-hst-int-01-543e,default-allow-egress-812-sendgrid,public target: 159.122.219.48/32
eplus-hst-int-01-543e,default-allow-egress-812-sendgrid,public target: 159.122.219.55/32
eplus-hst-int-01-543e,default-allow-egress-812-sendgrid,public target: 159.122.219.43/32
eplus-hst-int-01-543e,default-allow-egress-812-sendgrid,public target: 159.122.219.36/32
eplus-hst-int-01-543e,default-allow-egress-812-sendgrid,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-ingress-703-secondary-subnets-eplus-int-01-hst,tcp/udp:all ports
eplus-hst-int-01-543e,default-allow-ingress-704-subnets-eplus-int-01-hst-cnw,tcp/udp:all ports
Project: eplus-hst-int-01-543e | Unexpected error: <class 'KeyError'>tfci-ci2-tst-2d14,allow-internal-egress-gke-private-network-subnets,ip_range: 0.0.0.0
tfci-ci2-tst-2d14,allow-internal-egress-gke-private-network-subnets,tcp/udp:all ports
tfci-ci1-tst-3369,all1,ip_range: 0.0.0.0
tfci-ci1-tst-3369,all1,tcp/udp:all ports
tfci-ci1-tst-3369,rdprule,ip_range: 0.0.0.0
tfci-ci1-tst-3369,rdprule,bad port(s) found: ['tcp:3389']
tfci-ci1-tst-3369,ssh,ip_range: 0.0.0.0
tfci-ci1-tst-3369,ssh,bad port(s) found: ['tcp:22']
tfci-ci1-tst-3369,vpn-1-egr,ip_range: 0.0.0.0
tfci-ci1-tst-3369,vpn-1-egr,tcp/udp:all ports
tfci-ci1-tst-3369,vpn-1-ing,ip_range: 0.0.0.0
tfci-ci1-tst-3369,vpn-1-ing,public target: 92.237.147.37
tfci-ci1-tst-3369,vpn-1-ing,tcp/udp:all ports
tfci-ci1-tst-3369,vpn-2-egr,ip_range: 0.0.0.0
tfci-ci1-tst-3369,vpn-2-egr,tcp/udp:all ports
tfci-ci1-tst-3369,vpn-2-ing,public target: 92.237.147.37/32
tfci-ci1-tst-3369,vpn-2-ing,ip_range: 0.0.0.0
tfci-ci1-tst-3369,vpn-2-ing,tcp/udp:all ports
tfci-ci1-tst-3369,vpn-3-egr,ip_range: 0.0.0.0
tfci-ci1-tst-3369,vpn-3-egr,tcp/udp:all ports
tfci-ci1-tst-3369,vpn-3-ingr,ip_range: 0.0.0.0
tfci-ci1-tst-3369,vpn-3-ingr,public target: 92.237.147.37
tfci-ci1-tst-3369,vpn-3-ingr,tcp/udp:all ports
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-default-allow-egr,tcp/udp:all ports
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-pvtgoogleapi-allow-egr,public target: 199.36.153.11
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-pvtgoogleapi-allow-egr,public target: 199.36.153.9
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-pvtgoogleapi-allow-egr,public target: 199.36.153.8
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-pvtgoogleapi-allow-egr,public target: 199.36.153.10
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-pvtgoogleapi-allow-egr,tcp/udp:all ports
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-restrictedapi-allow-egr,public target: 199.36.153.6
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-restrictedapi-allow-egr,public target: 199.36.153.7
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-restrictedapi-allow-egr,public target: 199.36.153.5
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-restrictedapi-allow-egr,public target: 199.36.153.4
tfci-hst-tst-860b,egress-tfci-tst-hst-cnw-firewall-restrictedapi-allow-egr,tcp/udp:all ports
tfci-hst-tst-860b,gke-tfci-icp-tst-kcl-euwe2-1713b382-all,tcp:all ports
